Categoria,Nombre del Articulo,Autor(es),Pais,Año publicacion,Cantidad de citas,Tipo documento,DOI,Revista/Conferencia,Volumen,Numero,Paginas,URL,Editorial,Palabras Indexadas,Resumen 3 lineas,Justificación categoría
Micro,Human-AI Collaboration and Cyber Security Training: Learning Analytics Opportunities and Challenges,Maennel K.; Maennel O.M.,Australia,2024,3,Conferencia,10.1109/SIN63213.2024.10871610,"2024 17th International Conference on Security of Information and Networks, SIN 2024",,,,https://www.scopus.com/pages/publications/86000033097?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"artificial intelligence, cyber security, education, human-AI collaboration, incident response, learning analytics, Cyber attacks, Federated learning, Complex decision, Cyber security exercise, Cyber security trainings, Cyber-defense, Exponential growth, Global threats, Human-artificial intelligence collaboration, Learning analytic, Adversarial machine learning, global, processes, model","Cyber security is becoming more complex due to the exponential growth of interconnected systems and the global threat landscape. To mitigate those risks, there is a need for a skilled cyber security workforce that can navigate the complex decision-making in rapidly evolving cyberspace. Artificial intelligence (AI) is rapidly adopted into cyber defence operations, but we can not effectively train human and AI-assisted cyber defence operators without understanding the underlying learning theory and eco-systems.","Clasificado como Micro por coincidencias en metadatos: model, machine learning, artificial intelligence."
Micro,Digital technologies in the system of state economic security management,Kryvonos L.; Logvynenko S.; Zhurba O.; Kukin I.; Pynda Y.,Ukraine,2026,0,Artículo,10.21533/pen.v14.i1.1527,Periodicals of Engineering and Natural Sciences,14,1,141-166,https://www.scopus.com/pages/publications/105032432900?origin=resultslist,International University of Sarajevo,"Cyber Resilience, Digitalization, Economic Security, Multi-Criteria Analysis, Ukraine, national, economic, government, management, incident response, security operations center, artificial intelligence, detection, phishing, malware, framework","This study investigates how digital technologies can strengthen Ukraine’s system of economic security management under conditions of war, reconstruction, and escalating cyber threats. The research applies systems analysis, strengths-weaknesses-opportunities-threats analysis, comparative benchmarking with Estonia, Lithuania, and Poland, and an evidence-informed modeling framework. An Economic Security Digitalization Index is constructed from the United Nations E-Government Development Index and the Network Readiness Index, and seven candidate technologies are evaluated: a Government Security Operations Center with Security Information and Event Management and Security Orchestration,...","Clasificado como Micro por coincidencias en metadatos: artificial intelligence, detection, phishing, malware, framework."
Micro,An Integration of Digital Twin and 6G Edge Computing Approach to Secure Cyber Physical Systems,Suganya R.; Kiran A.; Akila D.; Spandana S.; Rajagopal M.; Nageswaran A.,India,2024,17,Artículo,10.1007/s11277-024-11181-5,Wireless Personal Communications,,,,https://www.scopus.com/pages/publications/85194576350?origin=resultslist,Springer,"6G, Cyber physical systems, Digital twin, Edge of Things, Optimization, Security, Cybersecurity, Decision making, Edge computing, Embedded systems, Emergency services, Learning algorithms, Machine learning, Network security, Cybe-physical systems, Cyber-physical systems, Edge of thing, Optimisations, Proposed architectures, Smart devices","The proposed architecture for the 6G Edge of Things (EoT) system integrates two distinct networks: the EoT network and the digital twin (DT) network. The EoT network consists of interconnected smart devices and sensors organized into layers of things, edges, and clouds. Edge computing nodes facilitate low-latency services, emergency responses, and real-time decision-making, while the central cloud layer manages resource-intensive tasks.","Clasificado como Micro por coincidencias en metadatos: algorithms, models, machine learning, detection, threat detection, module."
Meso,Assessing the Frontiers of SIEM Technology: A Rigorous Evaluation and Validation of Innovative Features in SIEM Solutions,Akbas E.,United States,2025,1,Conferencia,10.1145/3704391.3704395,"ITCC 2024 - 2024 6th International Conference on Information Technology and Computer Communications, ITCC 2024",,,21-29,https://www.scopus.com/pages/publications/85218418595?origin=resultslist,"Association for Computing Machinery, Inc","Big Data, Correlation Engine, Cyber Security, Event Correlation, Incident Response, Log, Machine Learning, Security Information and Event Management, Security Operation Center, Threat Detection, Cyber attacks, Risk management, Laws and regulations, Machine-learning, Security information and event managements, Information management, industry, management","Security Information and Event Management (SIEM) systems play a crucial role in modern cybersecurity by aggregating, correlating, and analyzing vast amounts of security data. As cyber threats continue to evolve, the demand for Next-Generation SIEMs (NG-SIEMs) has grown, promising advanced features and enhanced capabilities. There are dozens of studies related to the analysis and comparison of SIEM solutions in academia and industry, but none of them have examined these analyses in terms of existing laws and regulations related to SIEM worldwide.","Clasificado como Meso por coincidencias en metadatos: management, incident response, risk management."
Micro,The vigilance paradox: automation reliance inside the modern SOC,Tilbury J.; Flowerday S.V.,United States,2025,0,Artículo,10.1108/ICS-08-2025-0318,Information and Computer Security,,,1-24,https://www.scopus.com/pages/publications/105027400123?origin=resultslist,Emerald Publishing,"Automation, Bias, Complacency, Human-Automation Interaction, Security Operations Center, Artificial intelligence, Behavioral research, Human computer interaction, Information use, Least squares approximations, Life cycle, Man machine systems, Security systems, Automation bias, Cognitive factors, Design/methodology/approach, Human-automation interactions, Large scale surveys, Mixed method, Securities analysts","Purpose – The purpose of this study is to measure how susceptible security analysts are to these cognitive factors. Automation and artificial intelligence (AI) are increasingly leveraged in Security Operations Centers (SOCs) to assist security analysts in managing growing alert volumes and escalating threats. However, their rapid integration introduces the cognitive risks of automation complacency (AC) which can lead to automation bias (AB) among security analysts.","Clasificado como Micro por coincidencias en metadatos: algorithm, model, models, artificial intelligence, detection."
Meso,"The Risk Operations Center (RoC): A Unified Framework for Proactive, Business-Aligned Cyber Risk Management",Singh J.P.; Das S.; Verma N.; Katheria S.; Joshi S.,United States,2026,0,Conferencia,10.1109/ICSES66558.2026.11478902,"Proceedings - ICSES 2026: 5th International Conference on Innovative Computing, Intelligent Communication and Smart Electrical Systems",,,,https://www.scopus.com/pages/publications/105038326922?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"Adaptive decision-making, AI-driven cybersecurity, Cognitive threat modeling, Enterprise Knowledge Graph, Explainable reinforcement learning, Predictive analytics, Risk Operations Center, Bayesian networks, Cybersecurity, Decision making, Deep learning, Inference engines, Intelligent agents, Intelligent systems, Knowledge management, Network security, Neural networks, Risk assessment, Risk management, Adaptive decision making","As cybersecurity threats continue to grow in complexity, dynamism and business impact, the demand for advanced intelligence systems that move beyond reactive detection methods grows. Traditional Security Operations Centers (SOCs) are typically not predictive, aligned with the business and agile enough to adapt to changing threats with delayed responses, operational inefficiencies and residual enterprise risk. This study plans to design and assess an AI-driven Risk Operations Center (RoC) based on multi-source data aggregation, cognitive threat modeling, predictive and prescriptive analytics, business context alignment, and explainable reinforcement learning to improve proactive cyber risk...","Clasificado como Meso por coincidencias en metadatos: business, management, risk management, enterprise, decision making, incident response."
Micro,Detection of Network Intrusions Using Anomaly Detection,MacEdo A.M.; Magalhaes J.P.,Portugal,2023,1,Conferencia,10.1109/AICCSA59173.2023.10479349,"Proceedings of IEEE/ACS International Conference on Computer Systems and Applications, AICCSA",,,,https://www.scopus.com/pages/publications/85190131453?origin=resultslist,IEEE Computer Society,"Artificial Intelligence, Automation, Incident, Recovery, Security, Security Operations Center, Anomaly detection, Computer crime, Cybersecurity, Digital forensics, Machine learning, Central point, Cyber security, Cyber-attacks, Machine-learning, Network intrusions, Security operation center, Security threats, Network security, incident response","The proliferation and widespread use of new technologies has inevitably brought an increase in the occurrence of cyber-attacks. The adoption of cybersecurity technologies and policies are increasingly a central point that requires innovative and appropriate solutions. This paper proposes a solution that aims to help organisations to identify, detect, manage, and respond to security threats assertively and timely.","Clasificado como Micro por coincidencias en metadatos: detection, anomaly detection, machine learning, artificial intelligence."
Micro,LE2C: LLM-Enhanced Event Evolutionary Graph for Explainable Classification,Liang J.; Wu S.; Wang X.; Niu J.,China,2026,0,Conferencia,10.1007/978-981-95-5719-6_23,Lecture Notes in Computer Science,16115 LNCS,,357-372,https://www.scopus.com/pages/publications/105029827215?origin=resultslist,Springer Science and Business Media Deutschland GmbH,"Event Evolutionary Graph, Explainable Multi-label Classification, Knowledge Discovery, Large Language Model, Classification (of information), Decision making, Graphic methods, Intelligent systems, Knowledge graph, Knowledge management, Learning systems, Semantics, Customer service management, Decisions makings, Events classification, Incident response, Language model, Multi-label classifications, Multi-labels, Directed graphs","In the development of intelligent systems, multi-label event classification plays a vital role in enabling accurate decision-making across diverse scenarios such as incident response, customer service, and urban management. Although existing graph-based approaches for multi-label classification have shown potential, they struggle to model directed label dependencies and lack explainability, resulting in black-box decision-making processes. To address these issues, we propose a novel LLM-enhanced Event Evolutionary graph for Explainable Classification (LE2C) method.","Clasificado como Micro por coincidencias en metadatos: classification, model, models."
Micro,IP SafeGuard-An AI-Driven Malicious IP Detection Framework,Siam A.A.; Alazab M.; Awajan A.; Hasan M.R.; Obeidat A.; Faruqui N.,Jordan,2025,2,Artículo,10.1109/ACCESS.2025.3569289,IEEE Access,13,,90249-90261,https://www.scopus.com/pages/publications/105005320495?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"artificial intelligence, cyber attack, cyber defense, Cyber security, IP address, SOC, threat intelligence, Computer viruses, Cyber attacks, Search engines, Critical challenges, Cyber-attacks, Cyber-defense, Detection framework, Machine-learning, Real- time, Security operation center, Federated learning, management, incident response","The rising frequency and sophistication of cyberattacks have made real-time malicious IP detection a critical challenge for modern Security Operations Center (SOC). Traditional solutions, such as static blacklists and manual IP reputation checks, are no longer sufficient in today's dynamic threat scenario. To overcome these constraints, we present IP SafeGuard, an AI-driven platform that incorporates multi-source threat intelligence, sophisticated feature engineering, and machine learning (ML)for real-time IP categorization.","Clasificado como Micro por coincidencias en metadatos: detection, framework, model, machine learning, artificial intelligence, classification."
Micro,Towards Data Science for Cybersecurity: Machine Learning Advances as Glowing Perspective,Mihailescu M.I.; Nita S.L.,Romania,2023,1,Conferencia,10.1007/978-3-031-16078-3_2,Lecture Notes in Networks and Systems,543 LNNS,,26-48,https://www.scopus.com/pages/publications/85138264119?origin=resultslist,Springer Science and Business Media Deutschland GmbH,"Artificial intelligence, Cyber threat intelligence, Cybersecurity, Data science, Decision making, Deep learning, Intrusion detection, Machine learning, incident response, model, framework","The current computing context has developed important opportunities and challenges by the new attacks that occurred recently due to the pandemic situation (COVID-19), cybersecurity has crossed and still passing through significant changes by the technology and its operation. Many computer security incident response teams (CSIRT) and cybersecurity centers had reported significant behaviors of the attacks and they raised multiple warning signs, some of them being ignored by different third parties and others were taken into consideration and new frameworks started to be translated into research directions as a cross-collaboration between researchers and professionals. As a conclusion of...","Clasificado como Micro por coincidencias en metadatos: machine learning, model, deep learning, artificial intelligence, detection, intrusion detection."
Micro,"The Role of Artificial Intelligence in Enhancing Cybersecurity: Trends, Challenges, and Ethical Considerations",Serafim G.M.,Australia,2026,0,Conferencia,10.1007/978-981-96-8632-2_1,Lecture Notes in Networks and Systems,1513 LNNS,,3-24,https://www.scopus.com/pages/publications/105028290178?origin=resultslist,Springer Science and Business Media Deutschland GmbH,"AI-powered cyber-attacks, Cyber threat intelligence, Ethical AI governance human-AI teaming, Predictive security analysis, SOCs, Anomaly detection, Behavioral research, Computer crime, Crime, Cybersecurity, Deep learning, Ethical aspects, Internet of things, Learning algorithms, Learning systems, Network security, Artificial intelligence-powered cybe-attack, Cybe threat intelligence, Cyber security, Cyber threats","The increasing integration of Artificial Intelligence (AI) in the Cybersecurity domain has changed the way that countries defend themselves against ever-evolving and dynamic threats. This paper provides a broad survey of the use of AI in Cybersecurity, focusing on the new and emerging trends, the main issues, and the need for ethical steering (Harshith J, Gill MS, Jothimani M (2023) Evaluating the Vulnerabilities in ML systems in terms of adversarial attacks. arXiv preprint arXiv:2308.12918.","Clasificado como Micro por coincidencias en metadatos: artificial intelligence, algorithms, models, machine learning, deep learning, detection."
Micro,An Integrated Approach to AI-Enhanced Security Information and Event Management,Mugeshwaran K.; Maharajan K.; Nithish D.; Dinesh S.; Uday N.,India,2025,0,Conferencia,10.1109/ICCRTEE64519.2025.11053120,"International Conference on Computational Robotics, Testing and Engineering Evaluation, ICCRTEE 2025",,,,https://www.scopus.com/pages/publications/105012172245?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"adaptive threat defense, AI-driven security event processing, AI-powered SIEM, automated incident response, deep learning security analytics, Innovation & Infrastructure, machine learning for cybersecurity, real-time threat detection, Resilient Digital Infrastructure, Secure & Sustainable Societies, Security information and event management (SIEM), Computer architecture, Cybersecurity, Learning systems, Machine learning, Network security, Security systems, Systems analysis, Artificial intelligence-driven security event processing, Artificial intelligence-powered security information and event management","An SIEM system enabled by Artificial Intelligence (AI) was proposed to solve the major challenges of current security monitoring practices. The proposed architecture incorporates the use of artificial intelligence at all levels of the security operation center to transform traditional security operations from passive detection to active protection. The system design incorporates the application of machine learning for pattern recognition, contextual analysis, and alert prioritization to overcome the major challenges of traditional SIEM solutions that are based on rules and produce numerous alerts.","Clasificado como Micro por coincidencias en metadatos: machine learning, deep learning, artificial intelligence, detection, threat detection."
Micro,Application of Large Language Models for Cybersecurity of Power Distribution Grids: Challenges and Opportunities,Rahman M.M.; Rahman A.; Sun W.,United States,2025,0,Conferencia,10.1109/NAPS66256.2025.11272351,"2025 57th North American Power Symposium, NAPS 2025",,,,https://www.scopus.com/pages/publications/105030501856?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"Cyber-physical power system, cybersecurity, human-in-the-loop, large language model, vulnerability, Artificial intelligence, Cyber Physical System, Electric power system security, Embedded systems, Learning systems, Network security, Probability distributions, Cybe-physical power system, Cyber physicals, Cyber security, Domain specific, Language model, Physical power, Threat detection, Predictive analytics","This paper explores the application of domain-specific large language models (LLMs) as a transformative approach to enhancing cybersecurity in power distribution networks. We propose a comprehensive framework that integrates LLMs with existing grid infrastructure to enable predictive analytics, proactive vulnerability assessment, intelligent threat detection, and automated incident response. By incorporating reinforcement learning (RL) agents and a human-in-the-loop mechanism, the framework supports robust and trustworthy decision-making.","Clasificado como Micro por coincidencias en metadatos: models, model, artificial intelligence, detection, threat detection, framework."
Micro,"LLMs for Cybersecurity in the Big Data Era: A Comprehensive Review of Applications, Challenges, and Future Directions",Karras A.; Theodorakopoulos L.; Karras C.; Theodoropoulou A.; Kalliampakou I.; Kalogeratos G.,Greece,2025,7,Artículo,10.3390/info16110957,Information (Switzerland),16,11,957,https://www.scopus.com/pages/publications/105023160557?origin=resultslist,Multidisciplinary Digital Publishing Institute (MDPI),"adversarial attacks, AI-powered cybercrime, big data, cyber threat intelligence, cybersecurity, decision-making, ethical AI, explainable AI (XAI), governance, human–AI collaboration, incident response, large language models (LLMs), security analytics, threat detection, Artificial intelligence, Computer crime, Cyber attacks, Data integration, Decision making, Network security","This paper presents a systematic review of research (2020–2025) on the role of Large Language Models (LLMs) in cybersecurity, with emphasis on their integration into Big Data infrastructures. Based on a curated corpus of 235 peer-reviewed studies, this review synthesizes evidence across multiple domains to evaluate how models such as GPT-4, BERT, and domain-specific variants support threat detection, incident response, vulnerability assessment, and cyber threat intelligence. The findings confirm that LLMs, particularly when coupled with scalable Big Data pipelines, improve detection accuracy and reduce response latency compared with traditional approaches.","Clasificado como Micro por coincidencias en metadatos: model, models, artificial intelligence, detection, threat detection, bert."
Meso,Serious Games for Cybersecurity: How to Improve Perception and Human Factors,Barletta V.S.; Calvano M.; Caruso F.; Curci A.; Piccinno A.,Italy,2023,9,Conferencia,10.1109/MetroXRAINE58569.2023.10405607,"2023 IEEE International Conference on Metrology for eXtended Reality, Artificial Intelligence and Neural Engineering, MetroXRAINE 2023 - Proceedings",,,1110-1115,https://www.scopus.com/pages/publications/85185784224?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"cybersecurity, Explainable AI, human factors, serious game, Behavioral research, Decision making, Domain Knowledge, Human engineering, Risk management, Behaviour models, Cognitive model, Cyber security, Cyber threats, Dark web, Digital economy, Explainable artificial intelligence, Research analysis, Technological innovation, Threat detection, Serious games","Cybersecurity is a growing problem in today's technological innovation and new digital economy. Threat actors cause a danger to people's safety or lead to the compromise of intellectual property, either sold on the dark web or used as leverage for ransom. Many executives believe cybersecurity is the responsibility of Information Technologies (IT).","Clasificado como Meso por coincidencias en metadatos: management, decision making, incident response, processes, risk management."
Micro,Analysis of Explainable Artificial Intelligence Methods in Security Information and Event Management Systems,Bulgakova E.V.; Vasilevskiy P.A.; Doynikov D.S.; Kubankov A.N.,Russian Federation,2025,1,Conferencia,10.1109/IEEECONF64229.2025.10948089,"2025 Systems of Signals Generating and Processing in the Field of on Board Communications, SOSG 2025 - Conference Proceedings",,,,https://www.scopus.com/pages/publications/105003211873?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"AI, cyber threats, cybersecurity, incident response, information security, LIME, threat detection, XAI SIEM, Decision making, Information management, Artificial intelligence methods, Cyber security, Data volume, Information security systems, Intelligence models, Security information and event management systems, Cyber attacks, management, processes, models","The present article engages with the ongoing discourse surrounding the implementation of artificial intelligence and explainable artificial intelligence within the domain of information security systems. In the context of escalating cyber threats and mounting data volumes, conventional defense methodologies are proving to be inadequate. Consequently, the integration of artificial intelligence has emerged as a pivotal strategy to enhance the efficacy of threat detection and response processes.","Clasificado como Micro por coincidencias en metadatos: artificial intelligence, models, detection, threat detection, model."
Micro,"Advancing the Threat Intelligence with AI: An Overview, Taxonomy and Roadmap",Tomičić I.; Grd P.; Bernik A.,Croatia,2025,1,Artículo,10.3897/jucs.137544,Journal of Universal Computer Science,31,10,1102-1129,https://www.scopus.com/pages/publications/105014981591?origin=resultslist,IICM,"Artificial Intelligence, Cybersecurity, Incident Response, SOC, Threat Detection, Threat Intelligence, processes, workflow, machine learning, deep learning, classification, prediction, detection, framework","This paper presents a comprehensive analysis of the integration of artificial intelligence (AI) into threat intelligence (TI) systems, focusing on its potential to enhance cybersecurity operations. The paper presents an extensive literature review, covering the current state of AI applications in TI, including machine learning, deep learning, and natural language processing for automating threat detection, classification, and analysis. It outlines the core functions of AI in TI, such as threat detection, correlation, prediction, and automated response, and introduces a detailed taxonomy categorizing AI techniques based on their roles in enhancing TI processes.","Clasificado como Micro por coincidencias en metadatos: machine learning, deep learning, artificial intelligence, classification, prediction, detection."
Micro,AI-Driven Threat Intelligence for Predictive Cyber Defense in Smart Cities,Nagpal M.; Singh R.P.; Shubneet; Yadav A.R.; Siwach P.; Talwandi N.S.,India,2026,0,Conferencia,10.1007/978-3-032-17020-0_23,Communications in Computer and Information Science,2854 CCIS,,362-372,https://www.scopus.com/pages/publications/105030325187?origin=resultslist,Springer Science and Business Media Deutschland GmbH,"AI-Driven Threat Intelligence, Federated Learning, Predictive Cyber Defense, Smart City Security, Zero-Day Attacks, Anomaly detection, Artificial intelligence, Blockchain, Critical infrastructures, Cybersecurity, Data privacy, Malware, Network security, Predictive analytics, Public works, Resource allocation, City securities, Cyber security, Cyber-defense, Polymorphic malware","Smart cities are rapidly embracing interconnected IoT devices and critical infrastructure, expanding the complexity and vulnerability of urban cyberspace. Conventional cybersecurity remains largely reactive and signature-based, falling short against advanced attacks such as zero-day exploits and polymorphic malware. This research introduces a novel AI-driven threat intelligence framework for predictive cyber defense in smart city environments that integrates federated learning for privacy-preserving analytics, blockchain-secured data provenance for immutable logging, and real-time anomaly detection to anticipate and mitigate threats across municipal networks.","Clasificado como Micro por coincidencias en metadatos: artificial intelligence, detection, threat detection, anomaly detection, malware, benchmark."
Micro,"QuickSAT/SHERLOCK, An AI Architecture For Vehicle Health Management, Fault Detection and Fault Management and complex Human-Machine Systems",Santangelo A.D.,Mexico,2026,0,Conferencia,10.2514/6.2026-0995,"AIAA Science and Technology Forum and Exposition, AIAA SciTech Forum 2026",,,,https://www.scopus.com/pages/publications/105031158045?origin=resultslist,"American Institute of Aeronautics and Astronautics Inc, AIAA","Aerospace vehicles, Anomaly detection, Aviation, Data handling, Fault detection, Industrial management, Information analysis, Interplanetary flight, Knowledge based systems, Knowledge management, Man machine systems, Orbits, Risk perception, Safety engineering, Small satellites, Space platforms, Vehicle detection, Assembly operations, Fault classification, Fault management","sci_Zone, Inc is conducting research to develop QuickSAT/SHERLOCK, a system for Vehicle Health Management, Fault Management and Fault Detection with Fault Classification Functions for deep space satellites, human-rated space vehicles, vehicles operating other terrestrial surfaces and small satellites including those in support of In-Orbit Servicing, Assembly and Manufacturing (ISAM) operations and other mission goals. The QuickSAT/Vehicle Management System (VMS) is a flight proven flight management, Vehicle Health Management plus Fault Detection system flown on DARPA and U.S. Space Force flights and scheduled for flights in 2029.","Clasificado como Micro por coincidencias en metadatos: detection, artificial intelligence, classification, anomaly detection, framework, module."
Micro,"Generative AI in Cybersecurity: Threats, Vulnerabilities, and Protective Measures",Ugale S.P.; Sinha A.,India,2025,0,Conferencia,10.1109/ICFT66708.2025.11336288,"2025 International Conference on Future Technologies, ICFT 2025",,,,https://www.scopus.com/pages/publications/105033612768?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"Cybersecurity, Deepfakes, Generative Adversarial Networks (GANs), Generative AI, Large Language Models (LLMs), Model Vulnerabilities, Behavioral research, Computer crime, Data privacy, Generative adversarial networks, Network security, Adversarial networks, Cyber security, Decisions makings, Deepfake, Generative adversarial network, Language model, Large language model, Model vulnerability, Protective measures","Artificial Intelligence: Generation GenAI will turn entire industries on their heads because it can generate and simulate content, roleplaying or decision making. But in the case of cybersecurity, GenAI is a double-edged sword: It can strengthen defense systems even as it broadens the attack surface for bad actors. The rest of this paper is organized as follow: Section II presents an overview regarding the threats, vulnerabilities and countermeasure existed for cyber security from GenAI aspect.","Clasificado como Micro por coincidencias en metadatos: model, models, artificial intelligence, phishing, malware."
Meso,Vulnerability Assessment in Heterogeneous Web Environment Using Probabilistic Arithmetic Automata,Moshika A.; Thirumaran M.; Natarajan B.; Andal K.; Sambasivam G.; Manoharan R.,India,2021,12,Artículo,10.1109/ACCESS.2021.3081567,IEEE Access,9,,9433582,https://www.scopus.com/pages/publications/85107126255?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"Deterministic Arithmetic Automata (DAA), heterogeneous web application, probabilistic arithmetic automata (PAA), Security analytics, Automata theory, Decision making, Learning systems, Predictive analytics, Robots, Business enterprise, Incident response, Machine learning techniques, Probabilistic arithmetics, Security programs, Statistical datas, Vulnerability assessments, Vulnerability detection, Web services, enterprise, business","In the current scenario most of the business enterprises are running through web applications. But the major drawback is that they fail to provide a secure environment. To overcome this security issue in web applications, there are many vulnerability detection tools are available at present.","Clasificado como Meso por coincidencias en metadatos: enterprise, business, decision making, incident response."
Micro,Use of Explainable Artificial Intelligence for Analyzing and Explaining Intrusion Detection Systems,Hermosilla P.; Díaz M.; Berríos S.; Allende-Cid H.,Chile,2025,7,Artículo,10.3390/computers14050160,Computers,14,5,160,https://www.scopus.com/pages/publications/105006643982?origin=resultslist,Multidisciplinary Digital Publishing Institute (MDPI),"forensic analysis, LIME, SHAP, TabNet, UNSW-NB15, XAI, XGBoost, Computer forensics, Forensic engineering, Intelligent computing, Intelligent systems, Decision-making process, Intrusion Detection Systems, Local interpretable model-agnostic explanation, Shapley, Shapley additive explanation, Deep learning, global, incident response, process","The increase in malicious cyber activities has generated the need to produce effective tools for the field of digital forensics and incident response. Artificial intelligence (AI) and its fields, specifically machine learning (ML) and deep learning (DL), have shown great potential to aid the task of processing and analyzing large amounts of information. However, models generated by DL are often considered “black boxes”, a name derived due to the difficulties faced by users when trying to understand the decision-making process for obtaining results.","Clasificado como Micro por coincidencias en metadatos: artificial intelligence, detection, intrusion detection, model, models, machine learning."
Micro,Protecting Public Safety and Critical Infrastructure Systems in Smart Cities via Cybersecurity: AI- Based Threat Detection and Response,Sethi M.; Verma V.,United States,2025,1,Conferencia,10.1109/GINOTECH63460.2025.11077039,"2025 Global Conference in Emerging Technology, GINOTECH 2025",,,,https://www.scopus.com/pages/publications/105013619117?origin=resultslist,Institute of Electrical and Electronics Engineers Inc.,"Adversarial attacks, AI-based threat detection, Anomaly detection, Critical infrastructure, Distributed systems, Federated learning, Incident response, Internet of Things (IoT), Machine learning, Public safety, Automation, Behavioral research, Civil defense, Cybersecurity, Data privacy, Denial-of-service attack, Distributed computer systems, Emergency services, Health care, Internet of things","Smart cities are evolving rapidly (enhanced public safety, improved infrastructure management and optimized urban services) as IoT and automation technologies are embraced in urban spaces worldwide. Yet this very transformation exposes critical infrastructure systems to risks of cyberattacks unprecedented in scale and in nature. That said, safeguarding public safety within smart cities - especially at critical infrastructure sectors such as energy, transportation, health care, and emergency response - requires proactive measures against emerging cyber threats against both physical and digital infrastructures.","Clasificado como Micro por coincidencias en metadatos: detection, threat detection, algorithms, models, machine learning, deep learning."
Micro,Security Tools' API Recommendation Using Machine Learning,Sworna Z.T.; Sreekumar A.; Islam C.; Babar M.A.,Australia,2023,1,Conferencia,10.5220/0011708300003464,"International Conference on Evaluation of Novel Approaches to Software Engineering, ENASE - Proceedings",2023-April,,27-38,https://www.scopus.com/pages/publications/85160563783?origin=resultslist,"Science and Technology Publications, Lda","API Recommendation, Security Operation Center, Security Orchestration, Security Tools' API, Information use, Learning systems, Regression analysis, System-on-chip, Incident response, Learning models, Machine learning models, Security incident, Security tool' API, Security tools, State of the art, Deep learning, soc, model, models, machine learning","Security Operation Center (SOC) teams manually analyze numerous tools' API documentation to find appropriate APIs to define, update and execute incident response plans for responding to security incidents. Manually identifying security tools' APIs is time consuming that can slow down security incident response. To mitigate this manual process's negative effects, automated API recommendation support is desired.","Clasificado como Micro por coincidencias en metadatos: machine learning, model, models, deep learning."
Meso,The impact of artificial intelligence on organisational cyber security: An outcome of a systematic literature review,"Irshaad Jada, Thembekile O. Mayayise",,2024,124,Artículo,10.1016/j.dim.2023.100063,Data and Information Management,8,2,100063,https://doi.org/10.1016/j.dim.2023.100063,Elsevier BV,"Resilience (materials science), Computer security, Computer science, Process (computing), Knowledge management","In the past few years, advanced cyber security capabilities have flourished via a new era of use in dangerous A.I. technologies rapidly developed strategies using dozens of different online risks to even more effectively prevent, detect, and respond prolifically. With digital infrastructures being the backbone of enterprises today, cyber-attacks have grown in complexity and sophistication over time to thrive as we know them now this effectively means that security frameworks would need AI after that.","Clasificado como Meso por coincidencias en metadatos: organisational, management, process."
Meso,Inteligencia artificial en la toma de decisiones: implicaciones éticas y eficiencia,"Ana Maritza Boy Barreto, Elvis Doberto Osorio Arrascue, Lino Rolando Rodríguez Alegre, Rosario del Pilar López Padilla",,2024,4,Artículo,10.52080/rvgluz.29.e11.20,Revista Venezolana de Gerencia,29,Especial 11,342-355,https://doi.org/10.52080/rvgluz.29.e11.20,Universidad del Zulia,"Humanities, Political science, Philosophy","La inteligencia artificial (IA) ha emergido como una fuerza transformadora en el mundo contemporáneo, impactando de manera significativa la forma en que tomamos decisiones en una amplia gama de áreas. En el ámbito empresarial, la IA se ha convertido en una herramienta invaluable para optimizar la eficiencia operativa y mejorar la precisión en la toma de decisiones estratégicas. El uso de IA en la toma de decisiones plantea interrogantes sobre la transparencia de los algoritmos, la equidad en el acceso a las oportunidades y la responsabilidad en caso de decisiones erróneas o sesgadas.","Clasificado como Meso por coincidencias en metadatos: toma de decisiones, business, organizational."
Micro,Inteligencia artificial en la gestión predictiva de incidentes de TI,"Luigui Jampierre Amaya Jave, Roger Alejandro Querevalú Galán, Alberto Carlos Mendoza de los Santos",,2024,0,Artículo,10.48168/innosoft.s16.a177,Innovación y Software,5,2,85-103,https://doi.org/10.48168/innosoft.s16.a177,Universidad La Salle Arequipa,Computer science,"Esta revisión sistemática sintetiza la literatura sobre la aplicación de la inteligencia artificial (IA) en la gestión predictiva de incidentes de Tecnologías de la Información (TI). El estudio se enfoca en evaluar la capacidad predictiva de las soluciones basadas en IA y en identificar áreas de oportunidad para investigaciones futuras. Utilizando la metodología PRISMA, se realizaron búsquedas exhaustivas en bases de datos académicas utilizando ecuaciones de búsqueda específicas.","Clasificado como Micro por coincidencias en metadatos: inteligencia artificial, detection, anomaly detection."
